1	0.171834
2	0.172918
3	0.143132
4	0.149955
5	0.140981
6	0.150357
7	0.114226
8	0.152964
9	0.143797
10	0.113772
11	0.0930104
12	0.110186
13	0.113279
14	0.125544
15	0.114744
16	0.113811
17	0.108756
18	0.112672
19	0.091542
20	0.0864804
21	0.104364
22	0.091148
23	0.0900082
24	0.0898989
25	0.075237
26	0.0919102
27	0.0811951
28	0.0772849
29	0.0797732
30	0.0721722
31	0.0624285
32	0.0554611
33	0.0803479
34	0.0696289
35	0.0833789
36	0.0673727
37	0.0530133
38	0.0726139
39	0.0649952
40	0.0622031
41	0.0656144
42	0.068859
43	0.0756355
44	0.0606471
45	0.0619087
46	0.0594448
47	0.0582673
48	0.0577525
49	0.0756315
50	0.0592639
51	0.046022
52	0.0594034
53	0.0462721
54	0.0477855
55	0.0397224
56	0.0532784
57	0.0482767
58	0.0548862
59	0.0531105
60	0.0490606
61	0.042582
62	0.055701
63	0.0604834
64	0.0339154
65	0.0571434
66	0.0594674
67	0.0411464
68	0.040444
69	0.0690373
70	0.0386654
71	0.0420773
72	0.0521944
73	0.0524879
74	0.0483799
75	0.0490385
76	0.0350965
77	0.0398319
78	0.0418784
79	0.0513192
80	0.0435857
81	0.0402585
82	0.0441904
83	0.0476468
84	0.0549034
85	0.0589482
86	0.0462663
87	0.0363962
88	0.0429571
89	0.0371353
90	0.0409232
91	0.0502307
92	0.0459549
93	0.047533
94	0.0363748
95	0.0409392
96	0.0624313
97	0.0464964
98	0.0444027
99	0.0530827
100	0.0480537
101	0.0489718
102	0.0531722
103	0.0370047
104	0.043553
105	0.0395242
106	0.0622202
107	0.0471983
108	0.0471475
109	0.0455705
110	0.0533284
111	0.0370151
112	0.0419229
113	0.0373871
114	0.0380198
115	0.0369487
116	0.061823
117	0.0577479
118	0.0349621
119	0.0547993
120	0.0621713
121	0.0341844
122	0.0371752
123	0.0451524
124	0.0577239
125	0.0402222
126	0.0251576
127	0.0597762
128	0.0586724
129	0.062036
130	0.0308467
131	0.0463581
132	0.060464
133	0.0265228
134	0.0547555
135	0.0576055
136	0.0336223
137	0.0627167
138	0.0533945
139	0.0464669
140	0.0515976
141	0.0432211
142	0.0333764
143	0.0358197
144	0.0500494
145	0.0482167
146	0.0564244
147	0.025819
148	0.0383067
149	0.0527479
150	0.0210026
151	0.0493873
152	0.0498725
153	0.0467986
154	0.0617219
155	0.0294667
156	0.0406807
157	0.0691372
158	0.0539991
159	0.0511242
160	0.0421925
161	0.0323679
162	0.0465532
163	0.0389607
164	0.063946
165	0.0421365
166	0.0520757
167	0.063264
168	0.0479116
169	0.032368
170	0.0632919
171	0.0553144
172	0.0513298
173	0.0386677
174	0.0558732
175	0.0376499
176	0.032673
177	0.0435412
178	0.0490989
179	0.0423695
180	0.0555401
181	0.0479189
182	0.0614686
183	0.0614648
184	0.045608
185	0.055644
186	0.0432904
187	0.0478895
188	0.0301898
189	0.0306151
190	0.0529405
191	0.0441822
192	0.0529641
193	0.0491924
194	0.0525314
195	0.0434695
196	0.0456788
197	0.0363633
198	0.0424094
199	0.027905
200	0.0573866
201	0.0320224
202	0.0414597
203	0.0507439
204	0.0583685
205	0.0361702
206	0.0319915
207	0.0517546
208	0.0455327
209	0.0408351
210	0.0323615
211	0.0290159
212	0.0288948
213	0.0440117
214	0.0449703
215	0.0497786
216	0.0410808
217	0.0613218
218	0.0371086
219	0.0502262
220	0.0312774
221	0.0578949
222	0.0439277
223	0.0500482
224	0.0420224
225	0.0370725
226	0.0529398
227	0.0363292
228	0.0447765
229	0.0657473
230	0.0387751
231	0.0350465
232	0.0287263
233	0.0470012
234	0.0383615
235	0.0357426
236	0.0595943
237	0.0569315
238	0.0387107
239	0.065822
240	0.047183
241	0.032263
242	0.0644798
243	0.047059
244	0.0346109
245	0.0462741
246	0.0648981
247	0.0639407
248	0.0621482
249	0.0664273
250	0.0510482
251	0.046748
